600,0.441,0.465,0.46,0.466,0.44,0.485,0.47,0.475,0.452,0.434,0.446,0.45,0.468,0.464,0.464,0.476,0.466,0.467,0.46,0.42,0.444,0.387,0.397,0.423,0.376,0.372,0.393,0.359,0.361,0.362,0.338,0.308,0.327,0.252,0.27,0.278,2774,2882,2943,4574,4542,4782,10595,11718,10558,15045,16294,17499,21174,21660,22958,26979,27184,26581,29035,28235,28272,36461,37768,38189,44145,44610,44698,40275,39591,41146,33424,29734,32114,28535,29303,28747
615,0.443,0.469,0.463,0.469,0.443,0.488,0.473,0.477,0.454,0.436,0.448,0.452,0.47,0.466,0.466,0.478,0.468,0.468,0.461,0.422,0.446,0.389,0.399,0.425,0.374,0.371,0.393,0.357,0.361,0.362,0.35,0.323,0.342,0.26,0.278,0.285,2790,2901,2953,4634,4587,4836,10718,11904,10714,15195,16500,17686,21428,21870,23207,27390,27576,26947,29381,28625,28542,36732,37930,38351,44252,44697,44866,40790,40115,41695,34320,30200,33042,28695,29772,28995
630,0.446,0.472,0.467,0.473,0.446,0.491,0.477,0.48,0.457,0.439,0.451,0.455,0.472,0.468,0.469,0.48,0.47,0.47,0.463,0.425,0.447,0.389,0.4,0.426,0.374,0.372,0.392,0.364,0.361,0.368,0.36,0.337,0.355,0.27,0.287,0.295,2809,2921,2979,4683,4640,4887,10879,12086,10878,15316,16659,17872,21663,22045,23431,27776,28016,27379,29797,28911,28827,37029,38042,38573,44413,44883,44999,41243,41298,42070,34928,30613,33851,28903,30015,29246
645,0.449,0.476,0.471,0.477,0.449,0.495,0.481,0.484,0.46,0.441,0.454,0.457,0.474,0.47,0.472,0.483,0.472,0.472,0.465,0.428,0.45,0.39,0.402,0.428,0.374,0.373,0.392,0.372,0.361,0.373,0.366,0.35,0.364,0.278,0.299,0.307,2829,2941,3005,4741,4686,4947,11011,12289,11039,15498,16857,18080,21891,22280,23690,28189,28425,27788,30173,29320,29150,37349,38253,38810,44508,45013,45139,41584,41434,42381,35437,31104,34448,29210,30200,29431
660,0.451,0.48,0.475,0.481,0.452,0.498,0.484,0.487,0.463,0.443,0.457,0.46,0.476,0.472,0.475,0.486,0.476,0.474,0.467,0.431,0.452,0.392,0.403,0.431,0.374,0.373,0.392,0.373,0.361,0.374,0.367,0.359,0.368,0.288,0.311,0.322,2851,2962,3023,4804,4745,5017,11141,12505,11191,15662,17058,18329,22205,22504,23990,28591,28865,28164,30638,29722,29473,37651,38466,38985,44788,45240,45374,41734,41532,42565,35773,31475,34903,29518,30469,29886
675,0.454,0.484,0.478,0.484,0.455,0.502,0.488,0.49,0.465,0.445,0.46,0.462,0.478,0.474,0.478,0.488,0.478,0.476,0.47,0.434,0.454,0.393,0.405,0.433,0.374,0.372,0.391,0.373,0.373,0.372,0.362,0.362,0.367,0.299,0.327,0.335,2875,2983,3056,4869,4817,5094,11330,12742,11413,15858,17295,18568,22517,22753,24290,29062,29387,28659,31125,30195,29840,38090,38694,39365,45109,45522,45690,41870,41738,42671,35984,31723,35192,29648,30763,29848
690,0.456,0.486,0.481,0.488,0.458,0.505,0.492,0.493,0.468,0.448,0.463,0.465,0.48,0.477,0.481,0.491,0.482,0.479,0.472,0.438,0.457,0.395,0.408,0.435,0.374,0.373,0.391,0.373,0.373,0.373,0.362,0.361,0.364,0.314,0.343,0.351,2898,3012,3082,4933,4880,5168,11503,12994,11592,16024,17564,18832,22852,23021,24584,29594,29852,29100,31592,30652,30250,38596,39057,39663,45369,45811,46089,42013,41892,42882,36131,31865,35430,29970,31235,30076
705,0.459,0.49,0.485,0.491,0.461,0.508,0.495,0.496,0.471,0.45,0.466,0.468,0.483,0.479,0.485,0.494,0.485,0.482,0.475,0.441,0.46,0.397,0.411,0.438,0.375,0.373,0.392,0.373,0.373,0.372,0.365,0.361,0.367,0.33,0.357,0.362,2925,3037,3108,5001,4945,5246,11690,13247,11809,16236,17804,19093,23156,23318,24924,30066,30391,29583,32060,31107,30610,39101,39409,40022,45680,46095,46427,42056,42012,43063,36304,31978,35672,30177,31396,30313
720,0.462,0.493,0.489,0.495,0.464,0.512,0.499,0.5,0.475,0.453,0.47,0.471,0.485,0.482,0.487,0.497,0.489,0.484,0.478,0.444,0.463,0.399,0.413,0.441,0.375,0.375,0.392,0.373,0.373,0.373,0.371,0.362,0.374,0.347,0.367,0.369,2952,3068,3136,5072,5010,5321,11899,13497,12045,16397,18066,19354,23448,23592,25236,30511,30874,30056,32533,31530,30963,39629,39738,40443,46005,46472,46854,42284,42053,43201,36456,32101,35815,30401,31666,30440
735,0.464,0.497,0.493,0.499,0.467,0.515,0.503,0.504,0.478,0.456,0.473,0.474,0.487,0.485,0.491,0.501,0.492,0.487,0.48,0.448,0.465,0.401,0.416,0.443,0.376,0.375,0.392,0.373,0.373,0.373,0.372,0.366,0.378,0.36,0.369,0.37,2975,3095,3160,5142,5072,5408,12076,13773,12240,16584,18278,19670,23757,23859,25556,30941,31411,30495,33043,31946,31288,40022,40132,40793,46352,46791,47256,42490,42250,43517,36516,32236,35925,30643,31865,30548
750,0.467,0.501,0.496,0.503,0.47,0.519,0.506,0.507,0.481,0.458,0.477,0.477,0.49,0.488,0.493,0.504,0.496,0.49,0.483,0.451,0.468,0.404,0.418,0.447,0.377,0.376,0.393,0.374,0.374,0.372,0.373,0.372,0.379,0.367,0.371,0.371,2999,3121,3193,5225,5147,5484,12260,14042,12468,16796,18550,19933,24084,24179,25904,31396,31866,30982,33443,32459,31679,40548,40434,41198,46654,47118,47676,42765,42530,43732,36537,32344,35957,30808,32003,30568
